,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1398,1399,50,191004.99478714162,60.0,7200,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,5,4,1950,1982,171483.95617879054,179803.6792189679,213732.90097087377,148386.0659898477,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,146889.24812030076,180.0,352.0,676.0,1208.0,182021.19537815126,156858.87136929462,186186.7098901099,122196.89361702128,1136,768,1904,1.0,0.0,1,1,3,1,139962.51156462586,7,146385.48387097096,0,202892.65632183908,142156.42314049587,1.0,240.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,168,0,0,0,0,5,2009,173401.8366219416,175202.21953255427,138000
1399,1400,50,191004.99478714162,51.0,6171,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,142591.360001447,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,6,6,1925,1990,171483.95617879054,179803.6792189679,150655.07692349725,161328.94736842104,156958.24311926606,0.0,144341.31346578366,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,264.0,0.0,712.0,976.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1160,448,1608,0.0,0.0,2,1,3,1,212116.02389078497,7,183429.14705882352,1,134091.16279069768,142156.42314049587,1.0,216.0,123573.35416666667,187885.73529411765,186433.973880597,147,16,0,0,0,0,0,10,2009,173401.8366219416,175202.21953255427,137450
1400,1401,50,126316.83027522935,50.0,6000,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,6,7,1929,1950,171483.95617879054,179803.6792189679,150655.07692349725,161328.94736842104,156958.24311926606,0.0,144341.31346578366,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,862.0,862.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,950,208,1158,0.0,0.0,1,0,3,1,139962.51156462586,5,183429.14705882352,1,254751.73863636365,202068.86966824645,1.0,208.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,112,0,0,0,0,7,2008,173401.8366219416,175202.21953255427,120000
1401,1402,60,191004.99478714162,62.0,7415,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,192854.50632911394,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,6,5,2004,2004,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,144341.31346578366,184034.89625585024,225230.44204018547,140759.81818181818,183632.6209000763,165652.29590766,235413.72009569377,759.0,0.0,80.0,839.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,864,729,1593,1.0,0.0,2,1,3,1,139962.51156462586,8,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,398.0,187489.8360030511,187885.73529411765,186433.973880597,100,75,0,0,0,0,0,4,2008,173401.8366219416,175202.21953255427,193000
1402,1403,20,191004.99478714162,64.0,6762,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,2006,2006,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,213599.9076923077,206643.42081447964,170670.57674418605,0.0,0.0,1286.0,1286.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1294,0,1294,0.0,0.0,2,0,2,1,212116.02389078497,6,183429.14705882352,1,202892.65632183908,202068.86966824645,2.0,662.0,187489.8360030511,187885.73529411765,186433.973880597,168,55,0,0,0,0,0,7,2006,274945.41803278687,272291.752,193879
1403,1404,20,191004.99478714162,49.0,15256,206101.6652892562,180183.74675819985,223854.6170212766,179956.7995658466,225379.83720930232,184396.6153845671,181169.40553633217,185763.80737704918,175985.4779614325,8,5,2007,2007,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,265583.625,84.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,257689.80597014926,235413.72009569377,929.0,0.0,556.0,1485.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1464,0,1464,1.0,0.0,2,0,3,1,212116.02389078497,6,183429.14705882352,0,202892.65632183908,142156.42314049587,3.0,754.0,187489.8360030511,187885.73529411765,186433.973880597,168,160,0,0,0,0,0,8,2007,173401.8366219416,175202.21953255427,282922
1404,1405,50,191004.99478714162,60.0,10410,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,128225.30088495575,135091.66666666666,181169.40553633217,185763.80737704918,143116.74025974027,3,4,1915,1950,171483.95617879054,179803.6792189679,149841.64563106795,148386.0659898477,156958.24311926606,0.0,144341.31346578366,184034.89625585024,225230.44204018547,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,672.0,672.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,694,520,1214,0.0,0.0,1,0,3,1,139962.51156462586,6,183429.14705882352,0,134091.16279069768,142156.42314049587,3.0,936.0,187489.8360030511,187885.73529411765,186433.973880597,216,0,160,0,0,0,0,1,2006,173401.8366219416,149600.0001754863,105000
1405,1406,120,126316.83027522935,44.0,3842,206101.6652892562,231533.94,176938.0475285171,196734.13846153847,210624.72549019608,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,8,5,2004,2005,218876.93356643355,179803.6792189679,231690.65573770492,230093.83333333334,265583.625,174.0,231633.51024590165,184034.89625585024,225230.44204018547,327041.04132231406,183632.6209000763,257689.80597014926,235413.72009569377,1373.0,0.0,221.0,1594.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1646,0,1646,1.0,1.0,2,0,2,1,212116.02389078497,5,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,482.0,187489.8360030511,187885.73529411765,186433.973880597,128,53,0,0,155,0,0,1,2008,173401.8366219416,175202.21953255427,275000
1406,1407,85,191004.99478714162,70.0,8445,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,135074.48648648648,5,7,1972,2007,171483.95617879054,179803.6792189679,163077.45045045044,161328.94736842104,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,206643.42081447964,235413.72009569377,656.0,0.0,112.0,768.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,768,0,768,1.0,0.0,1,0,2,1,139962.51156462586,5,183429.14705882352,0,134091.16279069768,142156.42314049587,2.0,396.0,187489.8360030511,187885.73529411765,186433.973880597,58,0,0,0,0,0,0,3,2009,173401.8366219416,175202.21953255427,133000
1407,1408,20,191004.99478714162,69.0,8780,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,156270.1224489796,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,1985,1985,171483.95617879054,179803.6792189679,163077.45045045044,168112.38732394367,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,625.0,0.0,208.0,833.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,833,0,833,1.0,0.0,1,0,3,1,139962.51156462586,5,183429.14705882352,0,103317.28395061729,103317.28395061729,0.0,0.0,103317.28395061729,103317.28395061729,186433.973880597,0,0,0,0,0,0,0,3,2009,173401.8366219416,175202.21953255427,112000
1408,1409,70,126316.83027522935,60.0,7740,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,4,7,1910,1950,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,115692.02857142869,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,622.0,622.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,741,622,1363,0.0,0.0,1,0,3,1,139962.51156462586,6,183429.14705882352,0,134091.16279069768,142156.42314049587,2.0,528.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,168,0,0,6,2010,173401.8366219416,175202.21953255427,125500
1409,1410,60,191004.99478714162,46.0,20544,206101.6652892562,180183.74675819985,223854.6170212766,179956.7995658466,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,6,1986,1991,171483.95617879054,179803.6792189679,175942.37962962964,168112.38732394367,204691.87191011236,123.0,144341.31346578366,168897.5684931507,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,791.0,791.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,1236,857,2093,0.0,0.0,2,1,3,1,139962.51156462586,7,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,542.0,187489.8360030511,187885.73529411765,186433.973880597,364,63,0,0,0,0,0,11,2008,173401.8366219416,175202.21953255427,215000
1410,1411,60,191004.99478714162,79.0,12420,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,2001,2001,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,666.0,0.0,278.0,944.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,944,896,1840,1.0,0.0,2,1,3,1,212116.02389078497,6,183429.14705882352,0,202892.65632183908,202068.86966824645,2.0,622.0,187489.8360030511,187885.73529411765,186433.973880597,0,45,0,0,0,0,0,6,2009,173401.8366219416,175202.21953255427,230000
1411,1412,50,191004.99478714162,80.0,9600,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,6,8,1950,2005,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,144341.31346578366,168897.5684931507,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,120.0,0.0,736.0,856.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1112,556,1668,0.0,0.0,1,1,3,1,139962.51156462586,6,144240.6470588237,0,202892.65632183908,142156.42314049587,1.0,271.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,9,2009,173401.8366219416,175202.21953255427,140000
1412,1413,90,191004.99478714162,60.0,7200,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,133541.07692307694,175985.4779614325,4,5,1949,1950,171483.95617879054,179803.6792189679,194573.0,158633.02214186767,156958.24311926606,0.0,144341.31346578366,184034.89625585024,107365.62500754818,105652.89189189191,105652.89189189191,107938.34210526316,105652.89189189191,0.0,0.0,0.0,0.0,96312.42277177844,123919.48979591837,105264.07368421053,107675.44444481866,1040,0,1040,0.0,0.0,2,0,2,2,139962.51156462586,6,183429.14705882352,0,134091.16279069768,142156.42314049587,2.0,420.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,6,2009,173401.8366219416,175202.21953255427,90000
1413,1414,20,191004.99478714162,88.0,10994,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,186555.7966101695,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,8,5,2005,2006,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,265583.625,366.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,213599.9076923077,165652.29590766,235413.72009569377,976.0,0.0,868.0,1844.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1844,0,1844,1.0,0.0,2,0,2,1,212116.02389078497,7,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,620.0,187489.8360030511,187885.73529411765,186433.973880597,165,44,0,0,0,0,0,9,2009,143973.2558139535,146526.62376237623,257000
1414,1415,50,191004.99478714162,64.0,13053,164754.81837837838,143104.07936507938,176938.0475285171,179956.7995658466,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,6,7,1923,2000,148910.54419042973,179803.6792189679,149841.64563106795,148386.0659898477,156958.24311926606,0.0,144341.31346578366,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,833.0,833.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,1053,795,1848,0.0,0.0,1,1,4,1,212116.02389078497,8,183429.14705882352,1,134091.16279069768,142156.42314049587,2.0,370.0,187489.8360030511,187885.73529411765,115039.12222222223,0,0,0,0,220,0,0,6,2008,173401.8366219416,175202.21953255427,207000
1415,1416,120,191004.99478714162,51.0,3635,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,194870.88078311094,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,7,5,2007,2007,218876.93356643355,179803.6792189679,213732.90097087377,214432.46031746033,204691.87191011236,130.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,161573.06818181818,988.0,0.0,398.0,1386.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1569,0,1569,0.0,1.0,2,0,1,1,212116.02389078497,7,183429.14705882352,1,202892.65632183908,202068.86966824645,3.0,660.0,187489.8360030511,187885.73529411765,186433.973880597,143,20,0,0,0,0,0,5,2009,173401.8366219416,175202.21953255427,175900
1416,1417,190,126316.83027522935,60.0,11340,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,128225.30088495575,184495.49206349207,181169.40553633217,128432.25806452104,210051.76404494382,4,6,1885,1950,171483.95617879054,179803.6792189679,213732.90097087377,114060.5503746066,156958.24311926606,0.0,144341.31346578366,184034.89625585024,225230.44204018547,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,777.0,777.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,1246,1044,2290,0.0,0.0,2,0,4,2,139962.51156462586,11,183429.14705882352,0,134091.16279069768,142156.42314049587,2.0,560.0,187489.8360030511,187885.73529411765,115039.12222222223,0,0,114,0,0,0,0,4,2010,173401.8366219416,175202.21953255427,122500
1417,1418,60,191004.99478714162,69.0,16545,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,335295.31707317074,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,8,5,1998,1998,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,204691.87191011236,731.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,192789.65789473685,235413.72009569377,781.0,0.0,503.0,1284.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1310,1140,2450,1.0,0.0,2,1,3,1,212116.02389078497,7,183429.14705882352,1,202892.65632183908,240052.6903409091,3.0,1069.0,187489.8360030511,187885.73529411765,186433.973880597,0,126,0,0,0,0,0,5,2009,173401.8366219416,175202.21953255427,340000
1418,1419,20,191004.99478714162,71.0,9204,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,1963,1963,171483.95617879054,179803.6792189679,163077.45045045044,167661.5652173913,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,25.0,872.0,247.0,1144.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1144,0,1144,1.0,0.0,1,1,3,1,139962.51156462586,6,183429.14705882352,0,134091.16279069768,142156.42314049587,1.0,336.0,187489.8360030511,187885.73529411765,186433.973880597,0,88,0,0,0,0,0,8,2008,143973.2558139535,175202.21953255427,124000
1419,1420,20,191004.99478714162,69.0,16381,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,210624.72549019608,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,5,1969,1969,171483.95617879054,179803.6792189679,175942.37962962964,168112.38732394367,204691.87191011236,312.0,231633.51024590165,168897.5684931507,149805.714511041,140759.81818181818,183632.6209000763,206643.42081447964,146889.24812030076,1110.0,0.0,734.0,1844.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,1844,0,1844,1.0,0.0,2,0,3,1,212116.02389078497,7,183429.14705882352,1,202892.65632183908,202068.86966824645,2.0,540.0,187489.8360030511,187885.73529411765,186433.973880597,0,73,216,0,0,0,0,12,2006,173401.8366219416,175202.21953255427,223000
1420,1421,60,191004.99478714162,90.0,11700,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,6,6,1968,1968,171483.95617879054,179803.6792189679,163077.45045045044,167661.5652173913,204691.87191011236,420.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,404.0,0.0,304.0,708.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,708,708,1416,0.0,0.0,2,1,3,1,139962.51156462586,7,183429.14705882352,1,202892.65632183908,202068.86966824645,2.0,776.0,187489.8360030511,187885.73529411765,186433.973880597,0,169,0,0,119,0,0,5,2006,173401.8366219416,175202.21953255427,179900
1421,1422,120,191004.99478714162,53.0,4043,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,142707.26379052913,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,6,5,1977,1977,171483.95617879054,179803.6792189679,175942.37962962964,168112.38732394367,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,161573.06818181818,360.0,0.0,709.0,1069.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1069,0,1069,0.0,0.0,2,0,2,1,139962.51156462586,4,183429.14705882352,1,202892.65632183908,202068.86966824645,2.0,440.0,187489.8360030511,187885.73529411765,186433.973880597,0,55,0,0,165,0,0,7,2010,173401.8366219416,175202.21953255427,127500
1422,1423,120,126316.83027522935,37.0,4435,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,197965.77333333335,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,6,5,2003,2003,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,204691.87191011236,170.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,206643.42081447964,235413.72009569377,686.0,0.0,162.0,848.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,848,0,848,1.0,0.0,1,0,1,1,212116.02389078497,3,183429.14705882352,0,202892.65632183908,240052.6903409091,2.0,420.0,187489.8360030511,187885.73529411765,186433.973880597,140,0,0,0,0,0,0,3,2008,173401.8366219416,175202.21953255427,136500
1423,1424,80,191004.99478714162,69.0,19690,206101.6652892562,180183.74675819985,223854.6170212766,179956.7995658466,128219.7,184495.49206349207,181169.40553633217,185763.80737704918,166703.38461538462,6,7,1966,1966,194689.9154020635,185406.1600193072,175942.37962962964,168112.38732394367,156958.24311926606,0.0,231633.51024590165,168897.5684931507,149805.714511041,202688.4789644013,183632.6209000763,206643.42081447964,170670.57674418605,0.0,0.0,697.0,697.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1575,626,2201,0.0,0.0,2,0,4,1,212116.02389078497,8,183429.14705882352,1,202892.65632183908,142156.42314049587,2.0,432.0,215860.6353110719,179930.33239767115,186433.973880597,586,236,0,0,0,738,0,8,2006,173401.8366219416,167377.6428670369,274970
1424,1425,20,191004.99478714162,69.0,9503,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,1958,1983,218876.93356643355,179803.6792189679,163077.45045045044,167661.5652173913,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,457.0,374.0,193.0,1024.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1344,0,1344,1.0,0.0,1,0,2,1,139962.51156462586,6,146385.48387097096,1,134091.16279069768,142156.42314049587,1.0,484.0,187489.8360030511,187885.73529411765,186433.973880597,316,28,0,0,0,0,0,6,2007,173401.8366219416,175202.21953255427,144000
1425,1426,20,191004.99478714162,80.0,10721,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,6,1959,1959,218876.93356643355,179803.6792189679,163077.45045045044,167661.5652173913,265583.625,243.0,231633.51024590165,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,1252.0,1252.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1252,0,1252,0.0,0.0,1,0,3,1,212116.02389078497,7,183429.14705882352,0,134091.16279069768,142156.42314049587,2.0,528.0,187489.8360030511,187885.73529411765,186433.973880597,0,39,0,0,0,0,0,10,2008,173401.8366219416,175202.21953255427,142000
1426,1427,60,191004.99478714162,81.0,10944,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,335295.31707317074,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,1994,1994,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,204691.87191011236,448.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,1000.0,0.0,223.0,1223.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1223,904,2127,1.0,0.0,2,1,3,1,212116.02389078497,5,183429.14705882352,2,202892.65632183908,202068.86966824645,2.0,525.0,187489.8360030511,187885.73529411765,186433.973880597,171,132,0,0,0,0,0,8,2008,173401.8366219416,175202.21953255427,271000
1427,1428,50,191004.99478714162,60.0,10930,164754.81837837838,143104.07936507938,176938.0475285171,179956.7995658466,145847.08,135091.66666666666,181169.40553633217,185763.80737704918,143116.74025974027,5,6,1945,1950,171483.95617879054,179803.6792189679,149422.17727272728,149803.17289719626,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,580.0,0.0,333.0,913.0,182021.19537815126,142362.8761682243,186186.7098901099,122196.89361702128,1048,510,1558,1.0,0.0,1,1,3,1,139962.51156462586,6,183429.14705882352,1,202892.65632183908,142156.42314049587,1.0,288.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,4,2008,173401.8366219416,175202.21953255427,140000
1428,1429,30,126316.83027522935,60.0,7200,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,7,1940,1992,171483.95617879054,179803.6792189679,149422.17727272728,149803.17289719626,265583.625,294.0,144341.31346578366,168897.5684931507,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,510.0,0.0,278.0,788.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,804,0,804,1.0,0.0,1,0,2,1,212116.02389078497,4,183429.14705882352,2,202892.65632183908,142156.42314049587,1.0,240.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,154,0,0,0,0,2,2010,173401.8366219416,146526.62376237623,119000
1429,1430,20,191004.99478714162,69.0,12546,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,7,1981,1981,171483.95617879054,179803.6792189679,149422.17727272728,149803.17289719626,204691.87191011236,310.0,231633.51024590165,168897.5684931507,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,149493.6554054054,678.0,0.0,762.0,1440.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1440,0,1440,0.0,0.0,2,0,3,1,212116.02389078497,7,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,467.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,99,0,0,0,0,4,2007,173401.8366219416,175202.21953255427,182900
1430,1431,60,191004.99478714162,60.0,21930,216032.16696193875,180183.74675819985,176938.0475285171,179956.7995658466,192854.50632911394,184396.6153845671,181169.40553633217,185763.80737704918,210051.76404494382,5,5,2005,2005,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,213599.9076923077,206643.42081447964,170670.57674418605,0.0,0.0,732.0,732.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,734,1104,1838,0.0,0.0,2,1,4,1,139962.51156462586,7,183429.14705882352,1,254751.73863636365,240052.6903409091,2.0,372.0,187489.8360030511,187885.73529411765,186433.973880597,100,40,0,0,0,0,0,7,2006,173401.8366219416,175202.21953255427,192140
1431,1432,120,191004.99478714162,69.0,4928,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,142707.26379052913,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,6,6,1976,1976,171483.95617879054,179803.6792189679,175942.37962962964,168112.38732394367,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,151852.7027027027,958.0,0.0,0.0,958.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,958,0,958,0.0,0.0,2,0,2,1,139962.51156462586,5,183429.14705882352,0,202892.65632183908,202068.86966824645,2.0,440.0,187489.8360030511,187885.73529411765,186433.973880597,0,60,0,0,0,0,0,10,2009,173401.8366219416,175202.21953255427,143750
1432,1433,30,191004.99478714162,60.0,10800,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,6,1927,2007,171483.95617879054,179803.6792189679,149841.64563106795,148386.0659898477,156958.24311926606,0.0,144341.31346578366,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,656.0,656.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,968,0,968,0.0,0.0,2,0,4,1,139962.51156462586,5,183429.14705882352,0,134091.16279069768,142156.42314049587,1.0,216.0,123573.35416666667,114654.02857142869,186433.973880597,0,0,0,0,0,0,0,8,2007,173401.8366219416,175202.21953255427,64500
